"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 19 00:59:23 IST 2022","Wed Oct 19 00:59:48 IST 2022","24337","Default Suite","TestNGTest-7ebc249b-cc49-4f5c-b8a1-ca82fa0f65f4","com.selenium.assignment.AssessmentTest","com.selenium.assignment.AssessmentTest","AssessmentAmazon","AssessmentAmazon","Assessment for Amazon"
